f8:35:dd:22:c4:6e,-70
68:86:a7:57:1c:8f,-72
68:86:a7:57:1c:8e,-73
9c:93:4e:17:f3:b0,-74
f4:79:60:32:d3:80,-75
2a:56:5a:a6:6c:cf,-77
68:86:a7:56:de:a1,-53
68:86:a7:56:de:a0,-53
f4:79:60:32:d3:80,-69
2a:56:5a:a6:6c:cf,-74
f8:35:dd:22:c4:6e,-78
68:86:a7:56:de:a1,-53
68:86:a7:56:de:a0,-53
2a:56:5a:a6:6c:cf,-74
a4:00:e2:95:d1:a0,-76
f8:35:dd:22:c4:6e,-78
68:86:a7:56:de:a1,-53
68:86:a7:56:de:a0,-53
2a:56:5a:a6:6c:cf,-74
a4:00:e2:95:d1:a0,-76
